image,class_id,class_name,confidence,x0,y0,x1,y1,width,height
P0004_resized.png,9,large-vehicle,0.3699,114,402,191,447,76,44
P0004_resized.png,9,large-vehicle,0.3697,319,59,340,130,20,70
P0004_resized.png,9,large-vehicle,0.3644,287,59,305,130,17,70
P0004_resized.png,9,large-vehicle,0.3639,50,269,69,314,18,44
P0004_resized.png,9,large-vehicle,0.3602,357,429,443,448,85,18
P0004_resized.png,9,large-vehicle,0.3584,359,304,435,326,75,21
P0004_resized.png,9,large-vehicle,0.3559,102,689,198,708,95,19
P0004_resized.png,9,large-vehicle,0.3484,190,59,216,130,26,70
P0004_resized.png,9,large-vehicle,0.3364,273,482,331,501,58,19
P0004_resized.png,9,large-vehicle,0.334,106,608,192,627,86,18
P0004_resized.png,9,large-vehicle,0.3323,106,624,193,644,87,20
P0004_resized.png,9,large-vehicle,0.3256,357,409,442,427,85,18
P0004_resized.png,10,small-vehicle,0.3192,207,481,219,508,11,27
P0004_resized.png,10,small-vehicle,0.3148,69,645,85,686,16,40
P0004_resized.png,9,large-vehicle,0.3124,110,366,189,423,78,56
P0004_resized.png,9,large-vehicle,0.306,107,548,194,574,87,25
P0004_resized.png,9,large-vehicle,0.299,214,818,238,934,23,115
P0004_resized.png,10,small-vehicle,0.2973,183,18,221,38,37,19
P0004_resized.png,9,large-vehicle,0.2956,228,56,253,127,25,71
P0004_resized.png,9,large-vehicle,0.2942,224,480,265,497,40,16
P0004_resized.png,9,large-vehicle,0.2875,355,169,444,192,89,22
P0004_resized.png,9,large-vehicle,0.2874,356,283,444,331,87,48
P0004_resized.png,10,small-vehicle,0.2867,20,225,33,250,12,24
P0004_resized.png,9,large-vehicle,0.2846,313,905,350,920,37,15
P0004_resized.png,9,large-vehicle,0.2829,358,341,435,384,77,42
P0004_resized.png,9,large-vehicle,0.2779,304,62,323,130,19,67
P0004_resized.png,9,large-vehicle,0.2774,182,17,224,40,41,23
P0004_resized.png,9,large-vehicle,0.2721,100,809,197,835,97,26
P0004_resized.png,9,large-vehicle,0.2721,113,437,195,488,81,51
P0004_resized.png,9,large-vehicle,0.2688,108,480,193,525,85,45
P0004_resized.png,9,large-vehicle,0.2649,351,380,434,400,82,19
P0004_resized.png,9,large-vehicle,0.2644,271,18,319,42,48,23
P0004_resized.png,10,small-vehicle,0.2644,54,600,88,626,34,26
P0004_resized.png,9,large-vehicle,0.2581,103,822,192,842,89,19
P0004_resized.png,9,large-vehicle,0.2573,101,305,178,325,76,19
P0004_resized.png,9,large-vehicle,0.2563,57,452,75,501,17,49
P0004_resized.png,9,large-vehicle,0.2536,359,310,440,353,81,42
P0007_0_0.png,10,small-vehicle,0.6402,405,423,450,455,44,32
P0007_0_0.png,10,small-vehicle,0.5934,366,419,405,449,39,29
P0007_0_0.png,10,small-vehicle,0.5863,365,396,405,427,40,30
P0007_0_0.png,10,small-vehicle,0.5778,406,374,452,408,46,33
P0007_0_0.png,10,small-vehicle,0.575,410,395,453,426,43,30
P0007_0_0.png,10,small-vehicle,0.5738,407,354,451,385,44,31
P0007_0_0.png,10,small-vehicle,0.5724,410,469,455,502,44,32
P0007_0_0.png,9,large-vehicle,0.5723,747,779,893,809,145,29
P0007_0_0.png,10,small-vehicle,0.5696,408,328,450,357,41,28
P0007_0_0.png,9,large-vehicle,0.5371,854,330,893,483,39,153
P0007_0_0.png,10,small-vehicle,0.5276,71,225,91,261,19,36
P0007_0_0.png,10,small-vehicle,0.5156,408,280,459,311,50,31
P0007_0_0.png,10,small-vehicle,0.5133,409,448,446,475,37,27
P0007_0_0.png,10,small-vehicle,0.5117,365,466,410,496,45,30
P0007_0_0.png,9,large-vehicle,0.5112,912,312,956,482,44,170
P0007_0_0.png,9,large-vehicle,0.481,929,514,969,689,39,174
P0007_0_0.png,10,small-vehicle,0.4806,363,375,404,403,40,28
P0007_0_0.png,10,small-vehicle,0.4728,947,140,988,161,41,21
P0007_0_0.png,9,large-vehicle,0.4449,966,313,1006,490,40,177
P0007_0_0.png,9,large-vehicle,0.4174,747,822,904,853,156,31
P0007_0_0.png,9,large-vehicle,0.4063,856,528,894,664,37,136
P0007_0_0.png,10,small-vehicle,0.3671,71,121,96,172,24,50
P0007_0_0.png,10,small-vehicle,0.3285,229,320,266,338,37,18
P0007_0_0.png,10,small-vehicle,0.327,570,717,605,735,35,18
P0007_0_0.png,10,small-vehicle,0.3119,373,413,433,446,60,33
P0007_0_0.png,9,large-vehicle,0.3082,740,782,913,838,173,56
P0007_0_0.png,10,small-vehicle,0.299,577,407,614,427,36,19
P0007_0_0.png,10,small-vehicle,0.2812,135,543,179,562,44,19
P0007_0_0.png,9,large-vehicle,0.2787,527,929,630,962,102,33
P0007_0_0.png,9,large-vehicle,0.2701,220,421,285,445,64,24
P0007_0_0.png,9,large-vehicle,0.2537,747,865,879,894,132,29
P0007_0_1536.png,1,ship,0.4821,969,70,1022,92,52,22
P0007_0_1536.png,1,ship,0.4739,956,125,1014,150,57,25
P0007_0_1536.png,9,large-vehicle,0.4732,163,187,297,211,133,24
P0007_0_1536.png,9,large-vehicle,0.434,31,279,65,384,34,105
P0007_0_1536.png,1,ship,0.4159,958,92,1022,118,64,25
P0007_0_1536.png,1,ship,0.4084,965,181,1022,207,57,26
P0007_0_1536.png,9,large-vehicle,0.3731,176,15,310,39,134,23
P0007_0_1536.png,9,large-vehicle,0.347,475,171,552,196,76,25
P0007_0_1536.png,9,large-vehicle,0.3347,164,131,303,154,139,23
P0007_0_1536.png,1,ship,0.3314,966,40,1021,63,55,23
P0007_0_1536.png,9,large-vehicle,0.3312,607,178,673,199,66,20
P0007_0_1536.png,10,small-vehicle,0.3239,356,531,393,563,36,31
P0007_0_1536.png,9,large-vehicle,0.3153,150,290,292,318,142,28
P0007_0_1536.png,9,large-vehicle,0.3141,174,248,319,273,145,24
P0007_0_1536.png,9,large-vehicle,0.3017,175,39,307,65,132,26
P0007_0_1536.png,9,large-vehicle,0.2969,499,60,639,84,139,24
P0007_0_1536.png,9,large-vehicle,0.2758,174,72,316,98,142,25
P0007_0_1536.png,9,large-vehicle,0.2756,162,218,303,241,140,23
P0007_0_1536.png,9,large-vehicle,0.2699,287,105,338,127,51,21
P0007_0_1536.png,1,ship,0.2561,963,9,1022,34,58,24
P0007_0_768.png,9,large-vehicle,0.5501,742,12,900,42,158,30
P0007_0_768.png,9,large-vehicle,0.5397,606,947,677,967,71,19
P0007_0_768.png,1,ship,0.5306,969,838,1023,859,53,21
P0007_0_768.png,9,large-vehicle,0.5237,745,55,906,86,161,30
P0007_0_768.png,1,ship,0.5231,955,894,1015,918,59,24
P0007_0_768.png,9,large-vehicle,0.519,473,943,560,965,86,21
P0007_0_768.png,1,ship,0.4894,957,861,1023,886,66,25
P0007_0_768.png,9,large-vehicle,0.4729,491,685,645,709,154,24
P0007_0_768.png,9,large-vehicle,0.4518,699,778,850,804,151,25
P0007_0_768.png,9,large-vehicle,0.4449,195,469,345,495,150,25
P0007_0_768.png,1,ship,0.4435,964,808,1022,832,58,24
P0007_0_768.png,9,large-vehicle,0.4347,164,956,297,978,132,22
P0007_0_768.png,9,large-vehicle,0.4284,179,577,350,609,171,31
P0007_0_768.png,9,large-vehicle,0.4217,748,326,889,355,141,28
P0007_0_768.png,1,ship,0.4213,964,949,1022,976,58,26
P0007_0_768.png,9,large-vehicle,0.4195,482,879,650,908,168,28
P0007_0_768.png,9,large-vehicle,0.4159,155,896,320,930,164,33
P0007_0_768.png,9,large-vehicle,0.4046,499,831,659,858,159,26
P0007_0_768.png,1,ship,0.4043,966,777,1023,803,57,25
P0007_0_768.png,10,small-vehicle,0.4036,37,980,64,1023,27,43
P0007_0_768.png,9,large-vehicle,0.3994,168,783,320,806,152,23
P0007_0_768.png,9,large-vehicle,0.3968,181,696,346,729,165,33
P0007_0_768.png,9,large-vehicle,0.3964,504,714,675,740,171,25
P0007_0_768.png,9,large-vehicle,0.3899,673,659,829,684,156,25
P0007_0_768.png,9,large-vehicle,0.3821,178,544,355,580,177,35
P0007_0_768.png,9,large-vehicle,0.3802,171,640,331,670,160,30
P0007_0_768.png,9,large-vehicle,0.3799,164,842,324,870,159,28
P0007_0_768.png,1,ship,0.3764,965,748,1022,774,57,26
P0007_0_768.png,9,large-vehicle,0.3744,675,549,859,582,184,32
P0007_0_768.png,9,large-vehicle,0.3689,659,834,835,864,175,29
P0007_0_768.png,9,large-vehicle,0.3655,526,161,631,194,105,33
P0007_0_768.png,9,large-vehicle,0.3655,539,887,682,912,143,24
P0007_0_768.png,9,large-vehicle,0.3593,744,98,884,126,140,28
P0007_0_768.png,9,large-vehicle,0.3592,234,848,346,868,111,20
P0007_0_768.png,9,large-vehicle,0.3591,175,672,342,704,167,32
P0007_0_768.png,9,large-vehicle,0.3513,183,520,355,551,171,30
P0007_0_768.png,9,large-vehicle,0.3409,272,868,339,894,66,26
P0007_0_768.png,9,large-vehicle,0.3278,678,920,833,948,155,27
P0007_0_768.png,9,large-vehicle,0.3261,661,866,831,895,170,28
P0007_0_768.png,9,large-vehicle,0.3239,736,16,916,72,180,56
P0007_0_768.png,9,large-vehicle,0.3234,488,627,585,646,97,18
P0007_0_768.png,1,ship,0.3178,961,718,1021,746,60,27
P0007_0_768.png,9,large-vehicle,0.3141,507,738,676,771,168,32
P0007_0_768.png,9,large-vehicle,0.3068,512,770,673,798,161,28
P0007_0_768.png,9,large-vehicle,0.3059,187,667,327,689,140,21
P0007_0_768.png,9,large-vehicle,0.3038,845,240,1011,320,165,79
P0007_0_768.png,9,large-vehicle,0.2997,176,472,353,516,176,43
P0007_0_768.png,9,large-vehicle,0.2983,278,613,360,633,81,19
P0007_0_768.png,9,large-vehicle,0.2928,671,823,838,851,166,27
P0007_0_768.png,1,ship,0.2894,973,607,1022,631,48,24
P0007_0_768.png,9,large-vehicle,0.2892,494,890,671,926,176,35
P0007_0_768.png,9,large-vehicle,0.2889,665,572,837,607,171,34
P0007_0_768.png,9,large-vehicle,0.2879,543,633,686,657,143,24
P0007_0_768.png,9,large-vehicle,0.2871,511,573,711,613,199,39
P0007_0_768.png,9,large-vehicle,0.2818,169,738,330,774,161,36
P0007_0_768.png,9,large-vehicle,0.281,165,809,303,832,137,22
P0007_0_768.png,9,large-vehicle,0.2772,701,610,840,633,139,23
P0007_0_768.png,9,large-vehicle,0.2733,182,625,341,656,158,30
P0007_0_768.png,1,ship,0.269,973,576,1023,600,49,23
P0007_0_768.png,9,large-vehicle,0.2669,155,931,309,984,153,52
P0007_0_768.png,1,ship,0.2657,970,636,1022,660,52,24
P0007_0_768.png,9,large-vehicle,0.2654,396,239,542,266,146,26
P0007_0_768.png,9,large-vehicle,0.2647,706,707,841,745,135,37
P0007_0_768.png,9,large-vehicle,0.2646,811,104,917,127,106,23
P0007_0_768.png,9,large-vehicle,0.2622,161,795,328,837,167,41
P0007_0_768.png,9,large-vehicle,0.2525,778,691,848,713,70,22
P0007_768_0.png,9,large-vehicle,0.6906,306,566,469,677,163,111
P0007_768_0.png,9,large-vehicle,0.6623,305,918,424,1024,119,105
P0007_768_0.png,9,large-vehicle,0.633,0,780,130,810,130,30
P0007_768_0.png,10,small-vehicle,0.625,600,242,638,272,38,29
P0007_768_0.png,9,large-vehicle,0.6248,317,381,477,446,160,64
P0007_768_0.png,9,large-vehicle,0.6243,305,306,472,371,166,64
P0007_768_0.png,9,large-vehicle,0.5948,309,695,465,819,156,124
P0007_768_0.png,9,large-vehicle,0.5855,307,431,464,496,156,65
P0007_768_0.png,9,large-vehicle,0.5797,330,853,451,975,120,121
P0007_768_0.png,9,large-vehicle,0.5719,331,512,470,604,139,91
P0007_768_0.png,9,large-vehicle,0.5511,312,612,457,714,144,101
P0007_768_0.png,10,small-vehicle,0.5496,599,261,643,293,43,32
P0007_768_0.png,9,large-vehicle,0.526,85,330,127,481,41,150
P0007_768_0.png,9,large-vehicle,0.5196,305,284,473,336,167,52
P0007_768_0.png,9,large-vehicle,0.5184,1,822,138,853,136,30
P0007_768_0.png,9,large-vehicle,0.5088,143,313,189,480,45,167
P0007_768_0.png,9,large-vehicle,0.5024,362,828,480,937,118,109
P0007_768_0.png,9,large-vehicle,0.492,160,514,201,688,40,174
P0007_768_0.png,9,large-vehicle,0.4889,303,130,431,162,128,31
P0007_768_0.png,10,small-vehicle,0.4876,588,409,626,441,38,31
P0007_768_0.png,10,small-vehicle,0.4639,592,377,632,408,39,31
P0007_768_0.png,10,small-vehicle,0.4634,178,141,219,161,40,20
P0007_768_0.png,9,large-vehicle,0.4574,311,256,476,294,164,38
P0007_768_0.png,10,small-vehicle,0.4572,595,338,644,378,48,39
P0007_768_0.png,10,small-vehicle,0.4494,604,155,639,183,35,27
P0007_768_0.png,9,large-vehicle,0.4442,198,316,239,487,40,171
P0007_768_0.png,10,small-vehicle,0.4394,667,470,712,509,45,38
P0007_768_0.png,10,small-vehicle,0.4382,586,430,638,475,52,44
P0007_768_0.png,10,small-vehicle,0.4377,600,207,649,247,49,40
P0007_768_0.png,10,small-vehicle,0.4366,671,403,713,444,41,40
P0007_768_0.png,9,large-vehicle,0.435,315,174,483,203,168,29
P0007_768_0.png,9,large-vehicle,0.425,86,530,126,662,39,131
P0007_768_0.png,9,large-vehicle,0.4155,313,194,485,231,172,36
P0007_768_0.png,10,small-vehicle,0.4106,573,312,595,355,22,42
P0007_768_0.png,9,large-vehicle,0.3909,309,226,480,260,171,34
P0007_768_0.png,10,small-vehicle,0.3702,676,437,712,474,36,36
P0007_768_0.png,9,large-vehicle,0.3672,296,367,392,402,95,34
P0007_768_0.png,9,large-vehicle,0.3597,301,970,378,1024,77,53
P0007_768_0.png,10,small-vehicle,0.3401,617,172,658,203,41,31
P0007_768_0.png,10,small-vehicle,0.3364,594,312,637,350,43,38
P0007_768_0.png,10,small-vehicle,0.3291,601,953,637,969,36,15
P0007_768_0.png,9,large-vehicle,0.3071,334,329,483,383,149,53
P0007_768_0.png,9,large-vehicle,0.307,0,783,139,838,139,54
P0007_768_0.png,9,large-vehicle,0.2863,0,865,114,892,114,26
P0007_768_0.png,10,small-vehicle,0.2821,673,375,716,415,42,39
P0007_768_0.png,9,large-vehicle,0.281,286,308,410,349,124,40
P0007_768_0.png,10,small-vehicle,0.2683,635,981,682,1001,46,19
P0007_768_0.png,10,small-vehicle,0.2582,589,460,638,499,49,38
P0007_768_0.png,9,large-vehicle,0.2529,78,869,136,894,57,24
P0007_768_1536.png,10,small-vehicle,0.5906,567,283,587,320,19,36
P0007_768_1536.png,10,small-vehicle,0.5628,588,414,609,459,21,44
P0007_768_1536.png,10,small-vehicle,0.5523,591,287,609,320,17,33
P0007_768_1536.png,10,small-vehicle,0.5303,634,417,656,459,21,42
P0007_768_1536.png,10,small-vehicle,0.5032,566,409,586,450,19,40
P0007_768_1536.png,10,small-vehicle,0.4875,638,559,657,600,19,41
P0007_768_1536.png,1,ship,0.3887,0,66,69,94,69,27
P0007_768_1536.png,10,small-vehicle,0.3713,601,552,623,592,21,39
P0007_768_1536.png,1,ship,0.3181,0,150,67,178,67,28
P0007_768_1536.png,1,ship,0.3178,0,95,70,125,70,30
P0007_768_1536.png,1,ship,0.295,0,7,83,38,83,30
P0007_768_1536.png,1,ship,0.2929,196,182,257,208,60,26
P0007_768_1536.png,10,small-vehicle,0.2923,569,409,602,453,32,43
P0007_768_1536.png,9,large-vehicle,0.2826,267,156,334,177,66,20
P0007_768_1536.png,9,large-vehicle,0.2776,223,40,364,66,141,26
P0007_768_1536.png,9,large-vehicle,0.2665,223,11,368,38,145,27
P0007_768_768.png,9,large-vehicle,0.6724,297,307,435,441,137,134
P0007_768_768.png,10,small-vehicle,0.6025,567,607,607,624,39,17
P0007_768_768.png,9,large-vehicle,0.601,308,173,444,298,136,125
P0007_768_768.png,9,large-vehicle,0.5768,253,393,406,510,152,117
P0007_768_768.png,10,small-vehicle,0.5742,627,621,646,657,18,35
P0007_768_768.png,10,small-vehicle,0.5694,608,622,626,660,18,38
P0007_768_768.png,9,large-vehicle,0.5668,328,82,454,207,126,125
P0007_768_768.png,9,large-vehicle,0.5214,0,13,132,43,132,29
P0007_768_768.png,10,small-vehicle,0.492,630,273,648,313,18,39
P0007_768_768.png,9,large-vehicle,0.4906,0,56,138,88,138,31
P0007_768_768.png,9,large-vehicle,0.4863,211,571,383,609,172,38
P0007_768_768.png,9,large-vehicle,0.4692,360,60,483,172,122,112
P0007_768_768.png,10,small-vehicle,0.4502,601,185,638,201,36,16
P0007_768_768.png,10,small-vehicle,0.4467,559,720,600,740,40,19
P0007_768_768.png,10,small-vehicle,0.4458,521,309,542,355,21,45
P0007_768_768.png,9,large-vehicle,0.4339,211,602,379,641,167,39
P0007_768_768.png,1,ship,0.4332,0,835,70,862,70,26
P0007_768_768.png,10,small-vehicle,0.4332,567,647,604,665,36,18
P0007_768_768.png,9,large-vehicle,0.433,327,280,438,392,110,112
P0007_768_768.png,10,small-vehicle,0.427,643,624,664,662,20,37
P0007_768_768.png,9,large-vehicle,0.4216,0,551,75,576,75,25
P0007_768_768.png,9,large-vehicle,0.4204,220,552,388,584,167,31
P0007_768_768.png,9,large-vehicle,0.4081,0,579,85,604,85,24
P0007_768_768.png,9,large-vehicle,0.3984,338,0,462,61,124,61
P0007_768_768.png,9,large-vehicle,0.3917,0,328,122,354,122,25
P0007_768_768.png,10,small-vehicle,0.3856,523,257,544,301,20,44
P0007_768_768.png,9,large-vehicle,0.3817,0,719,72,743,72,24
P0007_768_768.png,9,large-vehicle,0.3747,236,723,380,748,143,24
P0007_768_768.png,9,large-vehicle,0.3679,214,635,377,669,163,34
P0007_768_768.png,1,ship,0.3652,1,920,67,944,66,23
P0007_768_768.png,10,small-vehicle,0.3639,562,742,601,762,38,20
P0007_768_768.png,1,ship,0.3605,0,863,70,892,70,28
P0007_768_768.png,9,large-vehicle,0.3567,0,661,74,689,74,28
P0007_768_768.png,10,small-vehicle,0.3532,635,213,680,233,45,20
P0007_768_768.png,9,large-vehicle,0.3491,620,346,651,435,30,89
P0007_768_768.png,9,large-vehicle,0.3379,0,604,75,632,75,28
P0007_768_768.png,9,large-vehicle,0.3306,0,17,139,70,139,52
P0007_768_768.png,9,large-vehicle,0.3298,78,241,242,319,164,77
P0007_768_768.png,9,large-vehicle,0.327,0,97,121,126,121,29
P0007_768_768.png,1,ship,0.319,0,774,85,805,85,31
P0007_768_768.png,9,large-vehicle,0.3056,0,689,80,716,80,26
P0007_768_768.png,9,large-vehicle,0.3034,229,781,380,807,150,25
P0007_768_768.png,9,large-vehicle,0.3016,0,775,83,807,83,31
P0007_768_768.png,10,small-vehicle,0.3012,650,396,672,437,22,40
P0007_768_768.png,9,large-vehicle,0.2984,236,738,382,773,146,34
